member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,dti,fico_range_low,fico_range_high,loan_status
1236878,13000,13000, 60 months,13.49%,299.07,C,MORTGAGE,66000,5.91,700,704,Fully Paid
1236869,2400,2400, 36 months,11.71%,79.39,B,RENT,15648,21.7,685,689,Fully Paid
1228137,14000,14000, 36 months,11.71%,463.07,B,OWN,45760,13.51,685,689,Charged Off
1236827,14800,14800, 60 months,17.58%,372.45,D,RENT,99996,21.25,700,704,Fully Paid
1236786,15000,15000, 36 months,11.71%,496.14,B,RENT,36021.96,16.42,700,704,Charged Off
1069483,8250,8250, 36 months,7.51%,256.67,A,RENT,48000,27.2,740,744,Fully Paid
1231334,7450,7450, 36 months,12.69%,249.91,B,MORTGAGE,95000,6.61,685,689,Fully Paid
1236967,22000,22000, 36 months,7.51%,684.44,A,MORTGAGE,115000,0.31,805,809,Fully Paid
1236987,3250,3250, 36 months,13.49%,110.28,C,MORTGAGE,55000,10.71,675,679,Fully Paid
1236972,10000,10000, 36 months,10.65%,325.74,B,RENT,122500,2.88,715,719,Fully Paid
1236155,4900,4900, 36 months,15.27%,170.51,C,MORTGAGE,80000,8.07,670,674,Fully Paid
1236791,35000,35000, 60 months,11.71%,773.44,B,MORTGAGE,110000,1.06,810,814,Charged Off
1236947,9500,9500, 36 months,14.65%,327.7,C,RENT,54000,17.69,680,684,Fully Paid
1236819,3800,3800, 36 months,7.51%,118.23,A,MORTGAGE,47000,22.52,740,744,Charged Off
1223825,12400,12400, 60 months,22.06%,342.9,F,OWN,65004,6.26,660,664,Charged Off
1230324,4000,4000, 60 months,17.27%,100,D,RENT,45000,7.37,670,674,Charged Off
1236945,7500,7500, 36 months,6.03%,228.27,A,RENT,210000,3.7,750,754,Fully Paid
1213252,12000,12000, 36 months,7.51%,373.33,A,RENT,120000,6.44,740,744,Fully Paid
1236939,18000,18000, 60 months,11.71%,397.77,B,RENT,59000,18.65,725,729,Fully Paid
1236804,8875,8875, 36 months,10.65%,289.09,B,MORTGAGE,40000,11.31,700,704,Charged Off
1236919,30000,30000, 60 months,15.96%,728.91,C,RENT,135000,2.61,725,729,Fully Paid
1213818,24625,24625, 60 months,22.06%,680.96,F,MORTGAGE,69600,23.62,675,679,Fully Paid
1209806,5000,5000, 36 months,6.03%,152.18,A,OWN,25000,29.86,785,789,Fully Paid
1236761,12000,12000, 60 months,19.91%,317.33,E,RENT,36000,11.73,660,664,Fully Paid
1236763,6000,6000, 36 months,7.90%,187.75,A,MORTGAGE,66000,21.24,755,759,Fully Paid
1204201,10000,10000, 36 months,7.90%,312.91,A,MORTGAGE,80000,17.94,745,749,Fully Paid
1236728,18200,18200, 36 months,9.91%,586.5,B,RENT,36400,12.82,720,724,Fully Paid
1235278,12000,12000, 36 months,11.71%,396.92,B,MORTGAGE,71201,15.32,685,689,Fully Paid
1234680,6250,6250, 36 months,12.69%,209.66,B,MORTGAGE,36000,21.53,680,684,Fully Paid
1236723,3600,3600, 36 months,7.90%,112.65,A,MORTGAGE,52800,19.71,725,729,Fully Paid
1236511,17900,17900, 36 months,7.90%,560.1,A,RENT,65000,21.32,735,739,Fully Paid
1236591,18000,18000, 60 months,19.03%,467.23,E,RENT,36000,5.43,695,699,Charged Off
1236469,8000,8000, 36 months,6.03%,243.49,A,RENT,42682,15.55,755,759,Fully Paid
1236291,30000,30000, 60 months,20.30%,799.84,E,RENT,80000,15.64,710,714,Charged Off
963578,7125,7125, 36 months,7.90%,222.95,A,MORTGAGE,36000,21,725,729,Fully Paid
1236553,6400,6400, 36 months,7.51%,199.11,A,RENT,31200,8.88,730,734,Fully Paid
1212212,17400,17400, 36 months,11.71%,575.53,B,RENT,133000,5.29,730,734,Fully Paid
1236556,6000,6000, 36 months,10.65%,195.44,B,RENT,108000,7.26,690,694,Fully Paid
1235585,16000,16000, 60 months,12.42%,359.32,B,RENT,118000,3.39,755,759,Fully Paid
1236440,20000,20000, 60 months,12.69%,451.9,B,RENT,52538,22.43,725,729,Charged Off
1236429,14000,14000, 36 months,8.90%,444.55,A,MORTGAGE,187000,6.2,720,724,Fully Paid
1233599,35000,35000, 60 months,17.27%,874.93,D,MORTGAGE,122000,21.84,725,729,Fully Paid
1236525,7000,7000, 36 months,12.69%,234.82,B,MORTGAGE,84000,2.76,680,684,Fully Paid
1230403,9000,9000, 36 months,16.77%,319.85,D,MORTGAGE,61000,12.59,660,664,Fully Paid
1236516,10000,10000, 36 months,15.27%,347.98,C,RENT,50000,7.99,695,699,Charged Off
1227582,5500,5500, 36 months,8.90%,174.65,A,RENT,30000,8.48,710,714,Fully Paid
1236305,5000,5000, 36 months,8.90%,158.77,A,RENT,76000,3.68,715,719,Fully Paid
1163490,11000,11000, 36 months,9.91%,354.48,B,RENT,60000,15.28,730,734,Fully Paid
1236281,22000,22000, 60 months,22.06%,608.37,F,MORTGAGE,78000,20.03,660,664,Charged Off
1236283,34000,34000, 60 months,11.71%,751.34,B,MORTGAGE,65000,11.39,765,769,Fully Paid
1235917,15000,15000, 36 months,13.49%,508.96,C,MORTGAGE,112000,15.9,705,709,Fully Paid
1236250,12000,12000, 60 months,7.90%,242.75,A,MORTGAGE,50000,12.55,770,774,Fully Paid
1236356,12075,12075, 36 months,12.42%,403.49,B,RENT,170000,4.15,705,709,Fully Paid
1236348,6725,6725, 36 months,6.62%,206.49,A,RENT,70000,13.92,755,759,Fully Paid
1236321,15000,15000, 36 months,6.03%,456.54,A,MORTGAGE,43000,18.45,770,774,Fully Paid
1236313,18000,18000, 60 months,15.96%,437.35,C,RENT,59000,20.07,715,719,Charged Off
1235130,10000,10000, 36 months,6.03%,304.36,A,MORTGAGE,86000,10.03,790,794,Fully Paid
1235524,6500,6500, 36 months,6.03%,197.84,A,MORTGAGE,46150,3.2,765,769,Fully Paid
1236093,16000,16000, 60 months,13.49%,368.08,C,MORTGAGE,96000,4.67,715,719,Current
1236064,24400,24400, 36 months,8.90%,774.78,A,MORTGAGE,90000,2.43,760,764,Fully Paid
1236186,25450,25450, 60 months,17.58%,640.47,D,RENT,57000,24.4,700,704,Charged Off
1218717,12000,12000, 36 months,14.27%,411.71,C,RENT,40320,6.76,685,689,Fully Paid
1236041,20000,20000, 60 months,17.58%,503.32,D,MORTGAGE,94000,8.37,695,699,Charged Off
1236034,10000,10000, 36 months,12.69%,335.45,B,RENT,40000,16.53,690,694,Charged Off
1236028,6000,6000, 36 months,15.27%,208.79,C,RENT,60000,19.36,665,669,Fully Paid
1236014,3000,3000, 36 months,17.58%,107.83,D,RENT,60000,11.48,665,669,Fully Paid
1236142,9600,9600, 36 months,7.90%,300.39,A,OWN,38000,3.35,720,724,Fully Paid
1236144,12000,12000, 36 months,7.90%,375.49,A,MORTGAGE,50400,7.57,745,749,Fully Paid
1236139,21000,21000, 60 months,18.25%,536.13,D,MORTGAGE,100000,13.31,680,684,Charged Off
1201533,18000,18000, 60 months,10.65%,388.23,B,MORTGAGE,40000,13.62,750,754,Current
1235946,12000,12000, 36 months,9.91%,386.7,B,MORTGAGE,63150,6.69,705,709,Fully Paid
1236120,10000,10000, 36 months,6.62%,307.04,A,RENT,54000,8.4,760,764,Fully Paid
1235908,13000,13000, 36 months,15.27%,452.38,C,MORTGAGE,62000,9.12,680,684,Fully Paid
1236113,13000,13000, 36 months,11.71%,429.99,B,RENT,120000,3.41,705,709,Fully Paid
1235982,14125,14125, 60 months,19.42%,369.69,E,MORTGAGE,55000,23.32,670,674,Fully Paid
1235829,4200,4200, 36 months,9.91%,135.35,B,OWN,50000,6.36,700,704,Fully Paid
1235893,10000,10000, 36 months,6.03%,304.36,A,MORTGAGE,67200,15.34,790,794,Fully Paid
1235958,9500,9500, 36 months,11.71%,314.23,B,RENT,46000,8.53,690,694,Fully Paid
1235849,17000,17000, 60 months,8.90%,352.07,A,RENT,36300,7.47,770,774,Fully Paid
1219134,30000,30000, 36 months,7.51%,933.33,A,OWN,125000,1.08,785,789,Charged Off
1235866,30000,30000, 36 months,14.27%,1029.27,C,MORTGAGE,60000,17.8,720,724,Fully Paid
1235945,5375,5375, 36 months,8.90%,170.68,A,MORTGAGE,54000,19.89,700,704,Fully Paid
1235867,14500,14500, 36 months,10.65%,472.32,B,MORTGAGE,54000,19.04,715,719,Fully Paid
1230316,30000,30000, 60 months,11.71%,662.95,B,MORTGAGE,97500,8.12,770,774,Charged Off
1235923,28000,28000, 60 months,19.91%,740.43,E,RENT,100000,17.3,690,694,Fully Paid
1229563,20000,20000, 60 months,19.03%,519.15,E,MORTGAGE,68232,10.96,755,759,Fully Paid
1235698,5000,5000, 36 months,7.51%,155.56,A,OWN,15000,15.44,725,729,Fully Paid
1211351,15000,15000, 36 months,7.90%,469.36,A,RENT,90000,18.23,725,729,Fully Paid
1235686,13000,13000, 36 months,9.91%,418.93,B,RENT,37000,23.71,730,734,Fully Paid
1235685,28000,28000, 36 months,6.62%,859.71,A,MORTGAGE,300000,5.59,795,799,Fully Paid
1235804,7200,7200, 36 months,15.27%,250.55,C,RENT,30000,21.16,755,759,Fully Paid
1235787,5225,5225, 36 months,9.91%,168.38,B,MORTGAGE,55000,23.08,695,699,Fully Paid
1233840,16000,16000, 60 months,17.27%,399.97,D,MORTGAGE,180000,12.84,695,699,Current
1235765,5000,5000, 36 months,16.77%,177.7,D,RENT,90000,10.67,670,674,Fully Paid
1235633,25000,25000, 36 months,16.77%,888.46,D,MORTGAGE,90000,20.69,685,689,Charged Off
1229142,20000,20000, 36 months,15.96%,702.75,C,MORTGAGE,78000,10.52,695,699,Fully Paid
1223629,10000,10000, 36 months,6.03%,304.36,A,MORTGAGE,79200,11.32,795,799,Fully Paid
1235556,14000,14000, 36 months,8.90%,444.55,A,RENT,30000,19.88,715,719,Fully Paid
1235725,12000,12000, 60 months,15.27%,287.19,C,RENT,48000,11.65,730,734,Current
1218841,4600,4600, 36 months,7.90%,143.94,A,MORTGAGE,30000,16.52,725,729,Fully Paid
1235509,7000,7000, 36 months,7.90%,219.04,A,MORTGAGE,75000,12.61,720,724,Fully Paid
1235574,12000,12000, 36 months,7.90%,375.49,A,MORTGAGE,65000,14.1,755,759,Fully Paid
1235560,20000,20000, 60 months,14.65%,472.14,C,RENT,110000,22.21,725,729,Charged Off
1199872,35000,35000, 60 months,18.25%,893.54,D,MORTGAGE,200000,5.36,720,724,Charged Off
1152142,20000,20000, 60 months,15.96%,485.94,C,MORTGAGE,70000,6.87,705,709,Fully Paid
1212470,18225,18225, 60 months,19.91%,481.94,E,RENT,33000,15.38,665,669,Fully Paid
1235306,6500,6500, 36 months,10.65%,211.73,B,RENT,115000,10.49,690,694,Fully Paid
1235447,20000,20000, 60 months,14.65%,472.14,C,MORTGAGE,106000,9.03,730,734,Fully Paid
1229794,25000,25000, 60 months,10.65%,539.21,B,OWN,38400,22.47,750,754,Current
1235247,8500,8500, 36 months,7.51%,264.45,A,RENT,42000,16.26,755,759,Fully Paid
1234507,4000,4000, 60 months,10.65%,86.28,B,MORTGAGE,75000,11.34,755,759,Fully Paid
1235417,12000,12000, 36 months,13.49%,407.17,C,RENT,64000,9.98,715,719,Fully Paid
1232913,6400,6400, 36 months,7.90%,200.26,A,MORTGAGE,51000,12.87,755,759,Fully Paid
1235241,35000,35000, 60 months,20.30%,933.14,E,MORTGAGE,100904,19.88,690,694,Fully Paid
1208626,16000,16000, 36 months,11.71%,529.22,B,RENT,35000,17.31,710,714,Fully Paid
1235266,11000,11000, 36 months,16.77%,390.93,D,RENT,125000,7.85,660,664,Fully Paid
1223731,3200,3200, 36 months,11.71%,105.85,B,RENT,65000,17.79,680,684,Fully Paid
1235001,3300,3300, 36 months,11.71%,109.16,B,RENT,75000,16.08,725,729,Fully Paid
1235264,9400,9400, 36 months,6.62%,288.62,A,MORTGAGE,98280,6.19,760,764,Fully Paid
1235403,4000,4000, 36 months,13.49%,135.73,C,MORTGAGE,103000,17.32,690,694,Fully Paid
1235214,25000,25000, 60 months,12.42%,561.44,B,MORTGAGE,45000,15.92,730,734,Charged Off
1235231,12000,12000, 60 months,10.65%,258.82,B,RENT,62000,12.29,750,754,Charged Off
1235379,10000,10000, 36 months,12.42%,334.16,B,OWN,70000,7.78,705,709,Fully Paid
1234041,12000,12000, 36 months,6.03%,365.23,A,MORTGAGE,80000,10.95,780,784,Fully Paid
1235348,18000,18000, 36 months,7.90%,563.23,A,OWN,42000,4.69,765,769,Fully Paid
1235201,15000,15000, 60 months,21.28%,408.17,F,RENT,40000,7.53,670,674,Fully Paid
1235357,14075,14075, 36 months,9.91%,453.57,B,MORTGAGE,57468,22.53,710,714,Fully Paid
1233198,14125,14125, 60 months,21.28%,384.36,F,RENT,35000,16.49,660,664,Charged Off
1235168,4800,4800, 60 months,17.58%,120.8,D,OWN,26000,9.83,675,679,Fully Paid
1231825,17175,17175, 60 months,18.25%,438.48,D,MORTGAGE,48000,10.75,710,714,Fully Paid
1235163,8000,8000, 36 months,6.03%,243.49,A,MORTGAGE,33600,4.11,815,819,Fully Paid
1235322,7125,7125, 36 months,11.71%,235.67,B,MORTGAGE,22800,20.05,695,699,Charged Off
1235314,6500,6500, 36 months,10.65%,211.73,B,MORTGAGE,56650,0,765,769,Fully Paid
1235112,19000,19000, 60 months,17.58%,478.15,D,MORTGAGE,100000,9.53,690,694,Fully Paid
1230551,21000,21000, 60 months,12.42%,471.61,B,MORTGAGE,90000,7.04,750,754,Fully Paid
1235076,12000,12000, 60 months,10.65%,258.82,B,MORTGAGE,72000,12,750,754,Current
1235125,2850,2850, 36 months,7.51%,88.67,A,MORTGAGE,87120,21.43,750,754,Fully Paid
1234944,13000,13000, 60 months,14.27%,304.32,C,RENT,39624,18.08,720,724,Fully Paid
1234859,8000,8000, 36 months,13.49%,271.45,C,RENT,37000,15.11,670,674,Fully Paid
1219833,1500,1500, 36 months,18.64%,54.72,E,RENT,18000,9.93,685,689,Fully Paid
1200284,30000,30000, 36 months,10.65%,977.2,B,MORTGAGE,70000,19.21,745,749,Fully Paid
1234989,9475,9475, 36 months,6.03%,288.38,A,MORTGAGE,62000,28.26,750,754,Fully Paid
1234849,9975,9975, 60 months,17.58%,251.03,D,RENT,82400,15.83,770,774,Fully Paid
1234843,3000,3000, 36 months,14.65%,103.49,C,MORTGAGE,50400,9.93,670,674,Fully Paid
1229017,20900,20900, 36 months,12.69%,701.09,B,RENT,82000,9.62,705,709,Fully Paid
1228454,30000,30000, 60 months,22.74%,841.24,G,MORTGAGE,130000,16.56,660,664,Current
1234806,8000,8000, 36 months,6.62%,245.63,A,RENT,50000,16.03,765,769,Fully Paid
1227924,6000,6000, 36 months,15.96%,210.83,C,OWN,24000,5.75,660,664,Fully Paid
1234795,2600,2600, 36 months,15.27%,90.48,C,RENT,74029.56,5.27,710,714,Fully Paid
1234932,11500,11500, 36 months,7.90%,359.84,A,MORTGAGE,29000,21.93,725,729,Fully Paid
1234788,5000,5000, 36 months,12.69%,167.73,B,OWN,50000,10.97,680,684,Fully Paid
1234792,6500,6500, 36 months,10.65%,211.73,B,MORTGAGE,95000,13.28,690,694,Fully Paid
1234699,14000,14000, 60 months,14.65%,330.5,C,OWN,118354.61,18.85,710,714,Fully Paid
1234926,24000,24000, 36 months,7.90%,750.97,A,MORTGAGE,95000,15.23,750,754,Fully Paid
1234769,12150,12150, 60 months,18.25%,310.19,D,RENT,38000,20.31,670,674,Charged Off
1234711,5800,5800, 36 months,12.42%,193.81,B,MORTGAGE,72000,11.75,690,694,Fully Paid
1234532,12000,12000, 60 months,13.49%,276.06,C,MORTGAGE,100000,9.3,700,704,Fully Paid
1214209,6000,6000, 60 months,8.90%,124.26,A,MORTGAGE,54000,2.62,750,754,Fully Paid
1234736,12000,12000, 60 months,15.96%,291.57,C,MORTGAGE,50000,18.65,695,699,Fully Paid
1234724,5000,5000, 36 months,6.62%,153.52,A,MORTGAGE,42082,18.31,740,744,Charged Off
1232535,23000,23000, 60 months,10.65%,496.08,B,MORTGAGE,69500,14.45,745,749,Fully Paid
1094770,2600,2600, 36 months,16.29%,91.79,D,RENT,15000,7.12,670,674,Fully Paid
1234643,3000,3000, 36 months,6.62%,92.12,A,MORTGAGE,55000,14.07,785,789,Fully Paid
1234481,10375,10375, 36 months,6.62%,318.56,A,MORTGAGE,79000,15.28,755,759,Fully Paid
1225074,7200,7200, 36 months,6.62%,221.07,A,MORTGAGE,82008,17.52,775,779,Fully Paid
1234453,17725,17725, 60 months,11.71%,391.7,B,MORTGAGE,57000,28.25,725,729,Current
1234610,15350,15350, 60 months,13.49%,353.13,C,MORTGAGE,48000,25.93,730,734,Fully Paid
1234603,4200,4200, 36 months,12.42%,140.35,B,MORTGAGE,72000,13,685,689,Fully Paid
1227186,4200,4200, 36 months,6.62%,128.96,A,RENT,69000,11.08,745,749,Fully Paid
1234594,10000,10000, 36 months,7.51%,311.11,A,RENT,60629.92,15.34,740,744,Fully Paid
1234572,5000,5000, 36 months,6.03%,152.18,A,MORTGAGE,72000,10.58,770,774,Fully Paid
1234565,14125,14125, 36 months,6.62%,433.69,A,OWN,30000,21.24,755,759,Fully Paid
1207122,20000,20000, 60 months,18.25%,510.6,D,OWN,62000,17.79,690,694,Fully Paid
1234402,9000,9000, 60 months,18.25%,229.77,D,RENT,48000,0.33,740,744,Charged Off
1234554,10000,10000, 36 months,6.62%,307.04,A,RENT,85000,21.05,735,739,Fully Paid
1232694,10000,10000, 36 months,11.71%,330.76,B,OWN,180000,14.75,690,694,Fully Paid
1208685,5400,5400, 36 months,8.90%,171.47,A,MORTGAGE,38000,29.03,730,734,Fully Paid
1234524,9000,9000, 36 months,10.65%,293.16,B,MORTGAGE,100000,3.22,715,719,Fully Paid
1234353,4800,4800, 60 months,18.25%,122.55,D,RENT,66000,5.73,660,664,Charged Off
1234299,24000,24000, 36 months,15.96%,843.3,C,MORTGAGE,134500,10.46,685,689,Fully Paid
1234330,17600,17600, 60 months,17.27%,439.97,D,MORTGAGE,40000,15.57,690,694,Fully Paid
1234259,12000,12000, 36 months,7.90%,375.49,A,MORTGAGE,77000,19.56,725,729,Fully Paid
1224866,4925,4925, 36 months,11.71%,162.9,B,OWN,46000,10.33,690,694,Fully Paid
1233435,7200,7200, 36 months,11.71%,238.15,B,RENT,31700,2.01,725,729,Charged Off
1234245,30000,30000, 36 months,19.03%,1100.14,E,MORTGAGE,81840,16.35,680,684,Fully Paid
1234075,15000,15000, 60 months,13.49%,345.08,C,RENT,72000,1.17,740,744,Current
1222413,20000,20000, 36 months,7.90%,625.81,A,RENT,101000,7.27,750,754,Fully Paid
1214645,8000,8000, 36 months,16.77%,284.31,D,RENT,21000,13.2,670,674,Charged Off
1234045,18000,18000, 36 months,7.90%,563.23,A,MORTGAGE,70000,2.95,810,814,Fully Paid
1234191,6400,6400, 36 months,11.71%,211.69,B,MORTGAGE,37000,13.2,705,709,Fully Paid
1192739,9600,9600, 36 months,6.62%,294.76,A,MORTGAGE,54000,2.78,755,759,Fully Paid
1234147,7000,7000, 36 months,6.03%,213.05,A,MORTGAGE,80000,13.39,775,779,Fully Paid
1233944,7000,7000, 36 months,10.65%,228.02,B,RENT,90000,7.63,700,704,Fully Paid
1233924,9600,9600, 36 months,9.91%,309.36,B,RENT,59000,13,710,714,Fully Paid
1234127,10000,10000, 36 months,7.90%,312.91,A,MORTGAGE,50000,1.82,755,759,Fully Paid
1233908,18000,18000, 36 months,7.90%,563.23,A,MORTGAGE,140000,8.17,725,729,Fully Paid
1234120,8400,8400, 36 months,6.62%,257.92,A,MORTGAGE,72000,12.32,735,739,Fully Paid
1225055,33600,33600, 60 months,13.49%,772.96,C,RENT,111396,17.6,755,759,Fully Paid
1233788,7200,7200, 36 months,10.65%,234.53,B,MORTGAGE,105000,5.28,700,704,Fully Paid
1233893,4550,4550, 60 months,16.77%,112.52,D,RENT,30000,5.56,690,694,Fully Paid
1233877,18750,18750, 60 months,16.77%,463.68,D,OWN,37500,20.26,710,714,Fully Paid
1233696,5600,5600, 36 months,7.90%,175.23,A,MORTGAGE,192000,10.34,710,714,Fully Paid
1233670,4200,4200, 36 months,12.69%,140.89,B,RENT,55000,21.38,675,679,Fully Paid
1232513,12600,12600, 36 months,12.42%,421.04,B,OWN,38000,23.73,705,709,Charged Off
1233653,4800,4800, 36 months,12.42%,160.4,B,MORTGAGE,54000,17.98,670,674,Fully Paid
1232855,3000,3000, 36 months,7.90%,93.88,A,MORTGAGE,96000,0.19,735,739,Fully Paid
1233824,22000,22000, 36 months,12.42%,735.14,B,MORTGAGE,100800,18.6,720,724,Fully Paid
1217839,20000,20000, 60 months,13.49%,460.1,C,RENT,71000,14.97,730,734,Fully Paid
1229732,4750,4750, 36 months,7.90%,148.63,A,MORTGAGE,30000,13.96,740,744,Fully Paid
1233618,7500,7500, 36 months,6.62%,230.28,A,RENT,66000,5.71,755,759,Fully Paid
1233800,15000,15000, 60 months,17.58%,377.49,D,RENT,65000,15.49,685,689,Current
1233795,30000,30000, 60 months,18.64%,772.29,E,MORTGAGE,94325,8.52,710,714,Fully Paid
1233595,9000,9000, 36 months,7.90%,281.62,A,MORTGAGE,75500,22.47,730,734,Fully Paid
1233598,35000,35000, 36 months,10.65%,1140.07,B,MORTGAGE,156000,10.99,730,734,Fully Paid
1233777,26000,26000, 60 months,18.64%,669.32,E,RENT,50000,14.5,720,724,Charged Off
1219373,6400,6400, 36 months,7.90%,200.26,A,MORTGAGE,95000,12.2,705,709,Fully Paid
1233117,10800,10800, 36 months,16.29%,381.25,D,RENT,48000,17.27,665,669,Fully Paid
1233769,3000,3000, 36 months,14.27%,102.93,C,RENT,74500,15.27,670,674,Fully Paid
1232732,4500,4500, 60 months,13.49%,103.53,C,RENT,37200,18.16,705,709,Fully Paid
1233736,15000,15000, 36 months,7.90%,469.36,A,MORTGAGE,65000,7.92,730,734,Fully Paid
1149649,12600,12600, 60 months,19.42%,329.77,E,RENT,55000,17.74,670,674,Current
1233502,25000,25000, 60 months,12.42%,561.44,B,MORTGAGE,150000,14.27,760,764,Current
1233274,10200,10200, 36 months,7.51%,317.34,A,MORTGAGE,130000,21.04,740,744,Fully Paid
1233287,20000,20000, 36 months,12.69%,670.9,B,RENT,74000,15.55,710,714,Fully Paid
1233471,7000,7000, 36 months,11.71%,231.54,B,MORTGAGE,90000,5.25,685,689,Fully Paid
1225424,20000,20000, 36 months,12.69%,670.9,B,MORTGAGE,107496,16.01,685,689,Fully Paid
1233452,17000,17000, 60 months,19.03%,441.28,E,RENT,175000,2.48,710,714,Fully Paid
1233122,5000,5000, 60 months,10.65%,107.85,B,MORTGAGE,79200,22.53,720,724,Current
1233237,21000,21000, 36 months,9.91%,676.73,B,RENT,93000,27.47,725,729,Fully Paid
1233431,12000,12000, 36 months,6.03%,365.23,A,MORTGAGE,61000,13.44,750,754,Fully Paid
1229166,24000,24000, 60 months,18.25%,612.72,D,RENT,228000,9.13,690,694,Fully Paid
1233245,5400,5400, 36 months,14.27%,185.27,C,RENT,54000,15.62,680,684,Fully Paid
1226548,9400,9400, 60 months,14.27%,220.04,C,MORTGAGE,62000,24.15,710,714,Current
1233038,15125,15125, 60 months,13.49%,347.95,C,RENT,55000,19.7,720,724,Fully Paid
1204809,12000,12000, 36 months,9.91%,386.7,B,RENT,140000,10.16,720,724,Fully Paid
1233202,12000,12000, 60 months,9.91%,254.44,B,RENT,30000,8.8,780,784,Fully Paid
1230761,10000,10000, 36 months,7.90%,312.91,A,MORTGAGE,55000,20.33,730,734,Fully Paid
1233372,30000,30000, 60 months,12.42%,673.72,B,MORTGAGE,190000,8.05,740,744,Charged Off
1233367,6500,6500, 36 months,11.71%,215,B,MORTGAGE,38492,18.21,695,699,Fully Paid
1233178,8000,8000, 36 months,10.65%,260.59,B,MORTGAGE,30000,21.6,700,704,Fully Paid
1233366,3600,3600, 36 months,12.42%,120.3,B,RENT,54000,10.73,690,694,Fully Paid
1233165,7100,7100, 60 months,18.25%,181.27,D,RENT,80000,8.68,675,679,Charged Off
1233158,2400,2400, 36 months,9.91%,77.34,B,RENT,15000,2,780,784,Fully Paid
1228817,10950,10950, 60 months,14.27%,256.33,C,MORTGAGE,21888,6.52,780,784,Charged Off
1233120,4000,4000, 36 months,7.51%,124.45,A,MORTGAGE,80000,6.48,725,729,Charged Off
1233025,12600,12600, 60 months,12.69%,284.7,B,RENT,64590,18.04,710,714,Current
1233036,12000,12000, 60 months,18.64%,308.92,E,MORTGAGE,60000,13.74,690,694,Fully Paid
1232830,35000,35000, 60 months,20.30%,933.14,E,MORTGAGE,136000,2.56,685,689,Fully Paid
1232824,25000,25000, 60 months,14.27%,585.22,C,RENT,48000,13.13,730,734,Fully Paid
1232815,5200,5200, 36 months,7.51%,161.78,A,MORTGAGE,70000,13.34,720,724,Fully Paid
1233008,8500,8500, 36 months,6.03%,258.71,A,OWN,25000,9.07,775,779,Fully Paid
1232816,12000,12000, 60 months,12.42%,269.49,B,MORTGAGE,64000,23.78,725,729,Charged Off
1232994,13000,13000, 60 months,8.90%,269.23,A,RENT,47000,16.19,810,814,Fully Paid
1232989,1800,1800, 36 months,8.90%,57.16,A,RENT,50400,2.64,780,784,Charged Off
1228398,10000,10000, 36 months,16.77%,355.39,D,MORTGAGE,60000,6.46,660,664,Fully Paid
1232794,12475,12475, 36 months,6.03%,379.69,A,MORTGAGE,88000,10.04,785,789,Fully Paid
1232803,3200,3200, 36 months,7.51%,99.56,A,MORTGAGE,44000,7.8,745,749,Fully Paid
1231142,5500,5500, 36 months,6.62%,168.88,A,RENT,40000,20.49,745,749,Fully Paid
1232974,14675,14675, 60 months,19.42%,384.08,E,RENT,38500,22.66,675,679,Charged Off
1232968,2100,2100, 36 months,7.51%,65.34,A,RENT,8000,7.5,755,759,Fully Paid
1232788,3825,3825, 36 months,15.96%,134.41,C,RENT,28500,23.54,660,664,Charged Off
1232779,23200,23200, 60 months,23.52%,660.97,G,MORTGAGE,85000,7.89,675,679,Charged Off
1232787,5000,5000, 36 months,6.03%,152.18,A,RENT,100000,2.4,770,774,Fully Paid
1232749,12000,12000, 36 months,14.65%,413.94,C,MORTGAGE,45600,19.13,690,694,Fully Paid
1232736,8500,8500, 36 months,11.71%,281.15,B,RENT,74000,14.42,695,699,Fully Paid
1203411,12000,12000, 36 months,8.90%,381.04,A,MORTGAGE,76800,18.94,715,719,Fully Paid
1231136,31000,31000, 60 months,12.42%,696.18,B,MORTGAGE,96000,14.14,730,734,Fully Paid
1232924,12600,12600, 60 months,10.65%,271.77,B,MORTGAGE,55172,19.36,745,749,Fully Paid
1232919,7600,7600, 36 months,15.27%,264.47,C,RENT,33000,23.78,670,674,Fully Paid
1232727,2750,2750, 36 months,16.77%,97.74,D,RENT,16800,19.71,685,689,Fully Paid
1222657,20000,20000, 36 months,11.71%,661.52,B,RENT,72000,16.12,700,704,Fully Paid
1103858,7000,7000, 36 months,6.62%,214.93,A,MORTGAGE,45600,12.92,765,769,Fully Paid
1220301,7000,7000, 36 months,10.65%,228.02,B,RENT,80400,22.37,705,709,Fully Paid
1232499,24000,24000, 60 months,22.06%,663.68,F,RENT,91200,9.05,660,664,Current
1230950,13200,13200, 36 months,6.62%,405.29,A,MORTGAGE,90000,3.03,765,769,Fully Paid
1231479,6000,6000, 36 months,11.71%,198.46,B,RENT,48000,13.1,680,684,Fully Paid
1232472,35000,35000, 36 months,12.42%,1169.54,B,MORTGAGE,185000,8.9,735,739,Fully Paid
1232469,4625,4625, 36 months,12.42%,154.55,B,MORTGAGE,40000,5.7,700,704,Fully Paid
1232686,13000,13000, 60 months,19.42%,340.24,E,MORTGAGE,65000,8.62,680,684,Fully Paid
1231608,11200,11200, 60 months,14.65%,264.4,C,RENT,50000,4.97,725,729,Fully Paid
